Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Max Exposure,Roster Order
41885-8579,W,Scottie,Scottie Upshall,Upshall,0,0,3000,DAL@FLA,DAL,FLA,,,,0,
41885-82835,C,Shane,Shane Gersich,Gersich,0,0,3000,WSH@NJ,WSH,NJ,,,,0,
41885-8594,C,Sidney,Sidney Crosby,Crosby,14.25294136,17,8000,PIT@EDM,PIT,EDM,IR,Groin,,0,
41885-54482,D,Stephen,Stephen Johns,Johns,0,0,3500,DAL@FLA,DAL,FLA,IR,Head,,0,
41885-68639,W,Steven,Steven Fogarty,Fogarty,1.920000076,10,3000,TOR@NYR,NYR,TOR,,,,0,
41885-62310,C,Tanner,Tanner Kero,Kero,0,0,3000,DAL@FLA,DAL,FLA,,,,0,
41885-108240,D,Tarmo,Tarmo Reunanen,Reunanen,0,0,3500,TOR@NYR,NYR,TOR,,,,0,
41885-13629,D,Taylor,Taylor Fedun,Fedun,7.127272866,22,3500,DAL@FLA,DAL,FLA,,,,0,
41885-104173,D,Teemu,Teemu Kivihalme,Kivihalme,0,0,3500,TOR@NYR,TOR,NYR,,,,0,
41885-116900,D,Thomas,Thomas Harley,Harley,0,0,3500,DAL@FLA,DAL,FLA,,,,0,
41885-74025,W,Tim,Tim Gettinger,Gettinger,7.199999809,2,3000,TOR@NYR,NYR,TOR,,,,0,
41885-15363,W,Tomas,Tomas Jurco,Jurco,2.666666667,12,3000,PIT@EDM,EDM,PIT,,,,0,
41885-74112,W,Trevor,Trevor Moore,Moore,1.12,21,3100,TOR@NYR,TOR,NYR,,,,0,
41885-15341,W,Ty,Ty Rattie,Rattie,5.002000122,50,3000,PIT@EDM,EDM,PIT,,,,0,
41885-97213,D,Ty,Ty Smith,Smith,0,0,3500,WSH@NJ,NJ,WSH,,,,0,
41885-49563,C,Tyler,Tyler Gaudet,Gaudet,0,0,3000,TOR@NYR,TOR,NYR,,,,0,
41885-42846,D,Tyler,Tyler Lewington,Lewington,2.399999936,6,3500,WSH@NJ,WSH,NJ,,,,0,
41885-83218,W,Ville,Ville Meskanen,Meskanen,0,0,3000,TOR@NYR,NYR,TOR,,,,0,
41885-79866,W,Vinni,Vinni Lettieri,Lettieri,4.09629624,27,3200,TOR@NYR,NYR,TOR,,,,0,
41885-104016,W,Vitali,Vitali Kravtsov,Kravtsov,0,0,3000,TOR@NYR,NYR,TOR,,,,0,
41885-117268,D,Yegor,Yegor Rykov,Rykov,0,0,3500,TOR@NYR,NYR,TOR,,,,0,
41885-21649,D,Zach,Zach Trotman,Trotman,4.159999847,5,3500,PIT@EDM,PIT,EDM,,,,0,
